INDICATOR_code,Indicator,LOCATION,Country,Time,Value,Flag Codes,Flags
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",HRV,Croatia,2013,85294.90969,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",HRV,Croatia,2014,97814.96858,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",HRV,Croatia,2015,128373.8976,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",SLV,El Salvador,2011,1062.01649,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",SLV,El Salvador,2012,1411.08307,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",SLV,El Salvador,2013,2046.19445,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",SLV,El Salvador,2014,11389.3576,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",SLV,El Salvador,2015,4956.03731,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MKD,The former Yugoslav Republic of Macedonia,2016,23077.84911,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MLT,Malta,2011,15517.86405,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MLT,Malta,2012,24834.78593,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MLT,Malta,2013,20374.84066,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MLT,Malta,2014,17114.02687,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",MLT,Malta,2015,23442.74451,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2011,382452.3753,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2014,448145.4332,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2015,536163.3204,,
EXPPPP_CONST_FS_MEDSCI,"GERD - Medical and health sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2016,608015.7482,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2011,2572.38474,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2014,2050.31383,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2015,1910.03989,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",KGZ,Kyrgyzstan,2016,1737.1506,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MKD,The former Yugoslav Republic of Macedonia,2016,5767.57745,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2011,408869.6796,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2012,686644.3597,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2014,621705.713,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2015,657946.4637,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2011,9619.86263,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2013,8705.33175,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2014,8614.30838,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2015,7794.8789,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2016,8173.49883,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MDA,Republic of Moldova,2017,7265.41017,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",MOZ,Mozambique,2015,32475.0072,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2011,319094.3699,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2012,320666.2619,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",ZAF,South Africa,2013,366490.0895,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2013,52687.45624,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2014,77520.9543,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2015,70756.46112,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",UGA,Uganda,2014,26731.78025,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2011,26565.66114,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2012,35046.26805,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2013,34317.82775,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2014,41187.24403,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2015,54275.3619,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2016,67114.60853,,
EXPPPP_CONST_FS_AGSCI,"GERD - Agricultural and veterinary sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2017,76020.90303,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2011,1412567.048,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2012,1405798.549,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2013,1448106.39,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2014,1491649.865,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2015,1595909.648,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2016,1685315.336,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2011,20877.63959,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2013,19608.29889,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2014,20439.86491,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2015,18468.21302,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2016,21397.0877,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2012,32016.3214,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2013,37482.59312,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2014,43462.10424,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",KWT,Kuwait,2011,6122.61659,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",LSO,Lesotho,2015,,n,Magnitude nil or negligible
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2013,9308.07488,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2014,11479.3755,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2015,12235.6679,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2011,300242.3931,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2014,405663.6267,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2015,379689.0914,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",THA,Thailand,2016,566337.2493,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",UGA,Uganda,2014,26373.60445,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2011,101369.9458,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2012,101033.5443,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2013,96594.69553,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2014,94318.42977,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2015,94352.85191,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2016,91606.71248,,
EXPPPP_CONST_FS_SOSCI,"GERD - Social sciences (in '000 PPP$, constant prices - 2005)",SRB,Serbia,2017,117583.6372,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2011,482341.5916,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2012,565504.8979,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2013,524454.4239,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2014,560013.3897,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2015,656246.7425,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2011,17606.05832,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2013,24629.93641,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2014,25008.77589,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2015,31132.13052,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",AZE,Azerbaijan,2016,28759.52647,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2011,8977.87907,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2012,9589.62084,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2013,10648.1209,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2014,10433.86363,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2015,9320.04213,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",BLR,Belarus,2016,11890.36893,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2012,5832.43064,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2013,5202.63122,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2014,4574.95834,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MDG,Madagascar,2011,2241.30306,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2011,118493.4962,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2012,64459.75117,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2014,98899.43391,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MYS,Malaysia,2015,80744.99444,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MLT,Malta,2011,4421.49617,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MLT,Malta,2012,6882.22371,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MLT,Malta,2013,6679.92798,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MLT,Malta,2014,5623.75172,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",MLT,Malta,2015,5757.9613,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TJK,Tajikistan,2011,5877.22042,‡,UIS Estimation
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TJK,Tajikistan,2013,4384.93236,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TJK,Tajikistan,2014,4531.96154,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TJK,Tajikistan,2015,4152.60124,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",TJK,Tajikistan,2016,4338.94554,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",THA,Thailand,2011,19159.35874,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",THA,Thailand,2014,55000.59965,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",THA,Thailand,2015,57855.44747,,
EXPPPP_CONST_FS_HUM,"GERD - Humanities and the arts (in '000 PPP$, constant prices - 2005)",THA,Thailand,2016,124505.4044,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2012,150029.9712,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2013,158798.4939,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",CRI,Costa Rica,2014,164466.3892,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",LSO,Lesotho,2015,,n,Magnitude nil or negligible
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",MOZ,Mozambique,2015,3876.43089,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",PRY,Paraguay,2011,87.06683,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",PRY,Paraguay,2012,165.47833,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",PRY,Paraguay,2014,,n,Magnitude nil or negligible
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",PRY,Paraguay,2015,,n,Magnitude nil or negligible
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2013,487.93196,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2014,3476.4729,,
EXPPPP_CONST_FS_FONS,"GERD - Not specified fields (in '000 PPP$, constant prices - 2005)",LKA,Sri Lanka,2015,6214.16292,,
EXPP_FS_NATSCI,GERD - Natural sciences %,PRT,Portugal,2011,22.02459,,
EXPP_FS_NATSCI,GERD - Natural sciences %,PRT,Portugal,2012,23.03002,,
EXPP_FS_NATSCI,GERD - Natural sciences %,PRT,Portugal,2013,23.95692,,
EXPP_FS_NATSCI,GERD - Natural sciences %,PRT,Portugal,2014,25.16623,,
EXPP_FS_NATSCI,GERD - Natural sciences %,PRT,Portugal,2015,24.21591,,
EXPP_FS_NATSCI,GERD - Natural sciences %,AZE,Azerbaijan,2011,29.03366,,
EXPP_FS_NATSCI,GERD - Natural sciences %,AZE,Azerbaijan,2013,24.34426,,
EXPP_FS_NATSCI,GERD - Natural sciences %,AZE,Azerbaijan,2014,24.23263,,
EXPP_FS_NATSCI,GERD - Natural sciences %,AZE,Azerbaijan,2015,22.9115,,
EXPP_FS_NATSCI,GERD - Natural sciences %,AZE,Azerbaijan,2016,26.06255,,
EXPP_FS_NATSCI,GERD - Natural sciences %,SLV,El Salvador,2011,10.27778,,
EXPP_FS_NATSCI,GERD - Natural sciences %,SLV,El Salvador,2012,6.2618,,
EXPP_FS_NATSCI,GERD - Natural sciences %,SLV,El Salvador,2013,7.05128,,
EXPP_FS_NATSCI,GERD - Natural sciences %,SLV,El Salvador,2014,3.8227,,
EXPP_FS_NATSCI,GERD - Natural sciences %,SLV,El Salvador,2015,4.01427,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MKD,The former Yugoslav Republic of Macedonia,2016,2.91622,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MYS,Malaysia,2011,57.96009,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MYS,Malaysia,2012,36.41829,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MYS,Malaysia,2014,47.2332,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MYS,Malaysia,2015,52.95232,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MOZ,Mozambique,2015,11.41185,,
EXPP_FS_NATSCI,GERD - Natural sciences %,THA,Thailand,2011,18.48352,,
EXPP_FS_NATSCI,GERD - Natural sciences %,THA,Thailand,2014,21.90931,,
EXPP_FS_NATSCI,GERD - Natural sciences %,THA,Thailand,2015,24.87127,,
EXPP_FS_NATSCI,GERD - Natural sciences %,THA,Thailand,2016,27.87636,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MAC,"China, Macao Special Administrative Region",2013,8.6771,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MAC,"China, Macao Special Administrative Region",2014,11.73783,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MAC,"China, Macao Special Administrative Region",2015,15.79794,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MAC,"China, Macao Special Administrative Region",2016,8.79841,,
EXPP_FS_NATSCI,GERD - Natural sciences %,MAC,"China, Macao Special Administrative Region",2017,8.99937,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2011,70.87296,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2012,70.6365,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2013,68.23647,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2014,65.39262,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2015,66.59274,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,BLR,Belarus,2016,68.83057,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,CRI,Costa Rica,2012,17.38456,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,CRI,Costa Rica,2013,10.92619,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,CRI,Costa Rica,2014,11.64852,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,MOZ,Mozambique,2015,4.26348,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,LKA,Sri Lanka,2013,33.04364,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,LKA,Sri Lanka,2014,23.64776,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,LKA,Sri Lanka,2015,25.13252,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,TJK,Tajikistan,2011,15.35035,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,TJK,Tajikistan,2013,10.90147,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,TJK,Tajikistan,2014,6.50096,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,TJK,Tajikistan,2015,7.96964,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,TJK,Tajikistan,2016,12.8866,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,THA,Thailand,2011,39.26544,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,THA,Thailand,2014,31.09988,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,THA,Thailand,2015,31.03151,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,THA,Thailand,2016,32.84224,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,UKR,Ukraine,2011,55.07533,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,UKR,Ukraine,2013,57.6574,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,UKR,Ukraine,2014,57.65336,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,UKR,Ukraine,2015,64.00596,,
EXPP_FS_ENGTECH,GERD - Engineering and technology %,UKR,Ukraine,2016,65.17211,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,PRT,Portugal,2011,12.73826,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,PRT,Portugal,2012,12.95969,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,PRT,Portugal,2013,12.28393,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,PRT,Portugal,2014,12.72103,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,PRT,Portugal,2015,12.8758,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2011,10.60916,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2012,10.53847,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2013,10.70459,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2014,11.50322,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2015,9.68892,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,CHL,Chile,2016,10.35459,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,MYS,Malaysia,2011,4.50223,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,MYS,Malaysia,2012,3.21027,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,MYS,Malaysia,2014,5.85782,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,MYS,Malaysia,2015,8.01131,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,MOZ,Mozambique,2015,28.57894,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,LKA,Sri Lanka,2013,9.35233,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,LKA,Sri Lanka,2014,3.59263,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,LKA,Sri Lanka,2015,8.56092,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,THA,Thailand,2011,13.00093,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,THA,Thailand,2014,10.31832,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,THA,Thailand,2015,9.33603,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,THA,Thailand,2016,8.08067,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,URY,Uruguay,2011,13.88241,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,URY,Uruguay,2012,14.70778,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,URY,Uruguay,2013,7.31191,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,URY,Uruguay,2014,16.67962,,
EXPP_FS_MEDSCI,GERD - Medical and health sciences %,URY,Uruguay,2015,15.48612,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MDG,Madagascar,2011,17.25194,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MDG,Madagascar,2016,2.1019,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MYS,Malaysia,2011,7.11208,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MYS,Malaysia,2012,10.70971,,
EXPP_FS_AGSCI,GERD - Agricultural and veterinary sciences %,MYS,Malaysia,2014,7.56064,,
